Heart_Rate_bpm,Temperature_C,Humidity_percent,Respiratory_Rate_breaths_min,Health_Status
75,39,60,28,Heat_Stress
71,37,31,10,Heat_Stress
55,40,74,22,Respiratory_Infection
41,39,58,27,Heat_Stress
84,40,94,16,Heat_Stress
65,39,96,27,Heat_Stress
79,41,74,20,Heat_Stress
95,38,50,28,Respiratory_Infection
83,39,66,13,Fever
54,40,65,13,Normal
63,39,75,28,Normal
67,39,88,24,Heat_Stress
82,39,43,19,Respiratory_Infection
83,40,84,28,Respiratory_Infection
64,41,62,15,Fever
75,40,75,27,Heat_Stress
67,39,50,25,Respiratory_Infection
81,37,69,17,Heat_Stress
56,39,65,24,Respiratory_Infection
68,40,59,23,Respiratory_Infection
71,40,66,14,Fever
82,37,69,23,Heat_Stress
92,37,63,23,Heat_Stress
81,38,93,6,Respiratory_Infection
75,41,84,26,Normal
63,38,44,18,Heat_Stress
80,37,59,25,Fever
77,38,81,21,Fever
46,38,41,27,Heat_Stress
72,37,73,31,Normal
54,40,61,30,Fever
56,39,76,15,Respiratory_Infection
47,37,62,29,Respiratory_Infection
79,40,66,20,Normal
60,39,104,26,Normal
77,40,60,21,Normal
49,38,65,18,Normal
74,39,95,22,Normal
66,38,52,24,Normal
63,38,76,21,Fever
64,39,40,20,Normal
69,37,91,16,Fever
59,38,73,18,Fever
73,40,79,14,Fever
76,41,51,22,Fever
77,40,53,20,Fever
73,38,77,18,Heat_Stress
77,38,55,21,Respiratory_Infection
81,39,78,22,Respiratory_Infection
76,39,55,18,Respiratory_Infection
26,37,54,21,Heat_Stress
63,40,51,26,Heat_Stress
80,41,100,11,Respiratory_Infection
71,38,70,22,Fever
71,38,82,23,Normal
91,39,97,26,Heat_Stress
80,39,62,20,Fever
77,40,73,23,Respiratory_Infection
48,37,75,21,Heat_Stress
44,39,33,16,Respiratory_Infection
78,38,76,18,Fever
70,39,70,11,Fever
65,39,65,22,Normal
65,38,95,15,Normal
87,38,36,15,Respiratory_Infection
76,39,81,17,Normal
67,40,83,24,Respiratory_Infection
81,38,67,15,Normal
87,38,78,24,Heat_Stress
68,37,104,16,Normal
76,38,62,19,Respiratory_Infection
87,37,73,28,Normal
57,39,88,20,Fever
83,38,72,13,Heat_Stress
53,38,52,18,Normal
85,37,84,32,Fever
62,39,58,10,Normal
64,38,59,20,Normal
82,38,55,11,Respiratory_Infection
61,40,97,25,Fever
80,38,82,15,Respiratory_Infection
86,38,73,23,Fever
60,39,74,28,Heat_Stress
32,40,52,15,Heat_Stress
47,39,71,17,Respiratory_Infection
91,39,56,10,Normal
79,39,65,37,Normal
72,38,76,17,Normal
90,39,68,18,Respiratory_Infection
78,37,58,12,Respiratory_Infection
68,40,76,23,Normal
63,39,77,22,Normal
79,36,46,20,Heat_Stress
70,38,54,27,Respiratory_Infection
69,39,58,10,Heat_Stress
82,38,68,24,Normal
69,37,78,22,Normal
70,38,85,6,Normal
65,39,69,20,Normal
57,38,58,13,Normal
65,39,97,25,Heat_Stress
81,39,80,17,Respiratory_Infection
71,38,49,20,Normal
92,38,68,15,Respiratory_Infection
82,38,60,22,Respiratory_Infection
70,40,53,12,Fever
64,39,73,22,Fever
48,39,69,23,Respiratory_Infection
74,41,40,27,Heat_Stress
63,40,88,19,Normal
66,39,64,12,Normal
64,39,64,20,Heat_Stress
60,38,77,18,Respiratory_Infection
48,38,57,32,Fever
52,41,47,17,Respiratory_Infection
74,39,44,27,Fever
48,38,81,21,Respiratory_Infection
92,38,37,13,Normal
85,38,42,28,Respiratory_Infection
68,38,82,17,Heat_Stress
75,39,60,28,Heat_Stress
71,40,57,16,Heat_Stress
63,40,91,21,Heat_Stress
74,40,75,20,Fever
109,36,85,16,Fever
67,39,70,15,Fever
76,40,61,19,Respiratory_Infection
54,41,64,22,Fever
75,39,77,13,Respiratory_Infection
93,38,63,23,Respiratory_Infection
71,40,59,12,Normal
60,40,62,23,Normal
74,38,55,20,Respiratory_Infection
39,39,70,17,Fever
94,36,83,26,Fever
98,40,44,16,Normal
70,38,63,11,Normal
66,39,52,27,Heat_Stress
67,38,55,23,Respiratory_Infection
40,38,115,25,Respiratory_Infection
75,38,57,25,Heat_Stress
72,38,65,23,Fever
66,40,83,29,Normal
87,41,94,22,Heat_Stress
32,40,52,15,Heat_Stress
86,38,78,18,Respiratory_Infection
84,41,55,14,Heat_Stress
61,39,66,17,Fever
66,38,75,17,Normal
75,39,101,11,Heat_Stress
52,38,87,13,Respiratory_Infection
63,40,91,21,Heat_Stress
88,39,55,21,Respiratory_Infection
81,39,70,21,Heat_Stress
95,37,59,18,Respiratory_Infection
59,39,77,14,Normal
63,39,113,17,Respiratory_Infection
47,37,70,10,Respiratory_Infection
72,38,62,25,Fever
45,39,76,15,Normal
74,38,57,23,Fever
89,39,47,25,Fever
47,38,77,30,Normal
65,36,83,8,Fever
77,38,93,25,Respiratory_Infection
84,38,69,14,Respiratory_Infection
50,37,57,19,Heat_Stress
87,38,61,23,Heat_Stress
76,39,85,18,Normal
102,39,71,25,Normal
71,38,73,14,Fever
72,39,84,20,Fever
76,40,74,21,Normal
80,38,67,14,Normal
90,40,87,23,Respiratory_Infection
57,39,73,21,Heat_Stress
78,38,84,26,Respiratory_Infection
86,40,70,11,Respiratory_Infection
64,38,88,21,Fever
81,37,69,17,Heat_Stress
62,38,56,11,Respiratory_Infection
85,39,71,22,Fever
66,39,80,20,Respiratory_Infection
58,38,64,12,Fever
34,40,80,30,Heat_Stress
64,38,71,18,Heat_Stress
95,38,66,15,Heat_Stress
79,39,73,27,Fever
83,41,81,24,Normal
84,40,94,19,Heat_Stress
86,41,44,15,Heat_Stress
67,38,59,12,Respiratory_Infection
100,37,62,22,Heat_Stress
66,37,45,8,Normal
56,38,84,26,Respiratory_Infection
63,37,66,19,Respiratory_Infection
70,37,28,21,Heat_Stress
43,38,59,21,Heat_Stress
76,39,86,18,Fever
95,39,75,13,Fever
63,40,61,20,Heat_Stress
69,39,104,27,Normal
74,37,74,21,Normal
75,37,67,30,Fever
75,38,66,22,Fever
61,39,66,13,Heat_Stress
75,41,67,17,Fever
67,37,66,13,Normal
82,40,106,19,Normal
70,39,41,20,Normal
47,41,78,20,Normal
68,39,89,20,Normal
60,37,79,18,Heat_Stress
85,39,70,14,Respiratory_Infection
71,39,50,25,Fever
71,37,71,26,Respiratory_Infection
97,40,83,22,Normal
70,36,68,20,Normal
82,40,87,13,Normal
70,37,70,23,Fever
45,39,78,12,Fever
76,39,57,14,Normal
84,38,73,25,Heat_Stress
76,37,65,26,Normal
90,39,78,13,Fever
83,38,71,19,Fever
93,37,69,21,Respiratory_Infection
51,38,41,18,Respiratory_Infection
68,40,102,18,Respiratory_Infection
100,40,77,31,Normal
82,38,75,26,Respiratory_Infection
73,41,91,29,Fever
51,41,79,19,Normal
89,38,76,21,Heat_Stress
45,41,50,19,Normal
57,40,90,19,Respiratory_Infection
58,40,75,23,Respiratory_Infection
61,39,72,17,Respiratory_Infection
85,40,57,28,Heat_Stress
70,40,89,11,Fever
83,39,55,21,Normal
80,39,52,25,Normal
68,39,72,24,Normal
80,40,56,19,Respiratory_Infection
58,41,60,17,Fever
54,39,64,27,Fever
61,37,96,18,Fever
85,39,79,14,Heat_Stress
66,39,93,20,Fever
49,39,48,19,Heat_Stress
76,40,58,11,Heat_Stress
83,37,64,28,Respiratory_Infection
33,38,87,20,Heat_Stress
92,37,63,23,Heat_Stress
68,37,51,7,Fever
76,40,96,31,Heat_Stress
67,39,100,22,Normal
68,37,78,8,Respiratory_Infection
67,37,52,26,Respiratory_Infection
50,40,94,24,Normal
56,38,44,22,Normal
71,36,80,13,Normal
84,40,94,19,Heat_Stress
62,40,68,19,Respiratory_Infection
75,38,57,25,Heat_Stress
84,40,43,16,Normal
82,37,73,24,Heat_Stress
78,39,57,26,Normal
64,38,62,18,Normal
50,42,43,16,Respiratory_Infection
88,38,104,17,Normal
105,39,74,23,Respiratory_Infection
49,40,59,7,Respiratory_Infection
62,39,79,14,Normal
69,40,91,21,Normal
76,38,61,26,Fever
82,38,96,26,Fever
63,39,48,8,Respiratory_Infection
74,39,44,27,Fever
62,39,76,14,Heat_Stress
70,37,70,23,Fever
77,38,26,15,Heat_Stress
44,38,91,16,Heat_Stress
59,39,58,21,Normal
79,40,57,24,Heat_Stress
85,38,61,26,Normal
65,38,63,19,Normal
70,37,60,12,Fever
73,39,58,27,Normal
77,40,56,19,Heat_Stress
45,38,58,22,Fever
80,41,52,19,Fever
77,40,67,33,Fever
94,39,58,17,Normal
67,40,83,24,Respiratory_Infection
46,37,67,27,Normal
86,37,81,20,Heat_Stress
61,39,66,13,Heat_Stress
71,37,46,18,Fever
73,37,42,33,Normal
75,39,56,29,Respiratory_Infection
66,39,63,28,Fever
60,39,74,28,Heat_Stress
69,37,66,22,Fever
80,39,62,20,Fever
62,37,56,26,Respiratory_Infection
44,38,62,4,Normal
72,39,50,16,Normal
79,37,52,17,Normal
71,40,73,30,Respiratory_Infection
81,37,59,17,Respiratory_Infection
86,39,56,21,Heat_Stress
69,38,65,26,Heat_Stress
84,38,59,26,Normal
63,40,91,21,Heat_Stress
67,40,57,21,Heat_Stress
66,38,77,27,Respiratory_Infection
70,40,84,29,Normal
68,38,64,17,Fever
88,37,65,27,Normal
80,41,74,27,Respiratory_Infection
37,38,58,28,Fever
110,38,80,18,Fever
53,38,37,17,Respiratory_Infection
100,39,66,31,Fever
62,38,63,10,Normal
65,39,93,15,Fever
50,39,66,18,Normal
92,38,74,26,Fever
48,38,83,23,Heat_Stress
62,38,51,34,Respiratory_Infection
54,39,64,27,Fever
93,39,52,24,Normal
91,38,66,17,Fever
74,39,73,21,Normal
68,38,76,18,Normal
57,40,70,28,Respiratory_Infection
53,38,76,23,Fever
48,39,73,21,Heat_Stress
84,38,59,12,Respiratory_Infection
68,38,82,17,Heat_Stress
55,38,82,22,Normal
85,40,73,4,Fever
56,38,69,24,Respiratory_Infection
90,40,73,15,Heat_Stress
50,37,60,19,Respiratory_Infection
100,39,76,28,Fever
84,38,83,17,Respiratory_Infection
47,39,82,14,Normal
68,36,45,25,Fever
47,40,68,25,Heat_Stress
80,39,50,20,Normal
78,38,63,23,Respiratory_Infection
98,40,64,19,Fever
65,40,65,13,Respiratory_Infection
61,38,87,19,Normal
71,39,68,18,Fever
89,39,31,19,Fever
79,37,92,31,Fever
61,38,62,15,Heat_Stress
54,39,71,12,Normal
71,38,51,16,Normal
96,38,44,24,Fever
67,39,90,20,Respiratory_Infection
67,37,60,32,Fever
81,40,49,17,Fever
98,36,76,27,Respiratory_Infection
76,40,74,27,Heat_Stress
86,38,56,12,Normal
82,37,58,14,Respiratory_Infection
82,37,73,23,Fever
74,37,77,16,Heat_Stress
68,39,75,19,Respiratory_Infection
95,38,64,12,Normal
61,39,60,26,Respiratory_Infection
75,39,60,28,Heat_Stress
85,38,51,24,Normal
57,37,97,10,Heat_Stress
78,40,71,25,Respiratory_Infection
79,40,57,24,Heat_Stress
71,37,70,25,Respiratory_Infection
67,37,76,13,Fever
76,36,64,20,Normal
62,37,68,26,Respiratory_Infection
58,38,64,12,Fever
90,40,61,22,Respiratory_Infection
77,39,67,16,Heat_Stress
85,39,61,18,Fever
65,38,66,18,Fever
82,38,60,18,Normal
57,39,73,21,Heat_Stress
54,39,69,24,Normal
86,38,73,23,Fever
68,37,62,23,Fever
44,38,91,16,Heat_Stress
58,37,49,26,Respiratory_Infection
54,37,86,18,Fever
100,39,76,28,Fever
92,38,58,18,Heat_Stress
87,41,45,29,Respiratory_Infection
77,40,67,33,Fever
64,39,55,13,Normal
83,39,62,15,Normal
65,39,66,15,Normal
75,39,86,25,Fever
71,40,93,32,Normal
73,39,70,18,Normal
89,37,70,25,Respiratory_Infection
59,39,73,31,Normal
53,38,79,22,Heat_Stress
69,37,87,18,Respiratory_Infection
82,39,55,16,Normal
41,38,52,30,Respiratory_Infection
60,38,70,17,Normal
65,39,94,24,Fever
63,40,64,14,Normal
82,37,58,14,Respiratory_Infection
66,39,71,17,Heat_Stress
47,39,41,29,Normal
64,37,65,13,Fever
89,38,67,18,Fever
71,39,65,31,Respiratory_Infection
86,41,62,19,Respiratory_Infection
87,38,70,21,Respiratory_Infection
52,37,66,19,Heat_Stress
65,38,73,24,Respiratory_Infection
66,40,78,24,Heat_Stress
19,37,53,17,Respiratory_Infection
67,39,65,24,Heat_Stress
44,37,66,14,Normal
88,38,83,16,Heat_Stress
81,38,78,12,Respiratory_Infection
59,36,45,20,Normal
54,37,69,16,Normal
85,40,73,15,Fever
89,38,67,18,Fever
86,39,80,24,Respiratory_Infection
95,38,60,23,Fever
79,41,82,14,Respiratory_Infection
105,38,74,18,Fever
64,38,67,23,Normal
67,37,73,17,Heat_Stress
86,39,82,11,Normal
62,38,62,29,Fever
87,38,60,23,Normal
74,40,44,23,Respiratory_Infection
43,38,70,10,Fever
75,38,91,8,Fever
77,38,63,28,Fever
61,37,65,18,Respiratory_Infection
56,40,58,15,Respiratory_Infection
59,40,66,20,Fever
88,39,47,19,Heat_Stress
60,38,82,22,Normal
82,36,47,28,Heat_Stress
83,37,69,13,Normal
74,40,89,22,Fever
54,40,61,30,Fever
54,35,70,12,Normal
62,37,54,24,Normal
56,39,79,23,Heat_Stress
56,38,80,27,Respiratory_Infection
52,39,84,14,Normal
59,40,74,21,Normal
48,39,84,16,Fever
61,39,66,13,Heat_Stress
61,38,51,12,Respiratory_Infection
61,39,51,22,Heat_Stress
81,41,74,29,Heat_Stress
73,37,49,27,Fever
72,39,59,20,Respiratory_Infection
72,39,93,25,Fever
52,38,63,11,Normal
54,38,91,21,Heat_Stress
51,40,89,15,Normal
61,40,62,25,Heat_Stress
62,39,79,22,Respiratory_Infection
60,41,68,20,Normal
66,37,90,17,Normal
73,35,82,16,Heat_Stress
35,39,78,20,Fever
83,39,70,24,Heat_Stress
70,39,70,11,Fever
65,40,55,7,Normal
77,40,67,33,Fever
66,39,52,14,Respiratory_Infection
66,39,66,20,Normal
71,40,71,31,Heat_Stress
81,40,51,27,Respiratory_Infection
102,39,64,21,Normal
90,40,82,28,Heat_Stress
79,39,88,18,Normal
63,40,51,26,Heat_Stress
93,39,74,33,Fever
87,39,83,16,Normal
75,38,64,21,Heat_Stress
60,37,44,17,Respiratory_Infection
68,39,65,21,Fever
59,38,71,21,Heat_Stress
68,37,51,7,Fever
72,39,62,14,Heat_Stress
66,39,65,36,Normal
87,38,78,24,Heat_Stress
59,40,89,11,Heat_Stress
62,41,57,29,Respiratory_Infection
66,39,59,25,Normal
55,38,66,23,Respiratory_Infection
79,38,73,29,Fever
84,40,73,12,Normal
65,37,74,21,Normal
89,39,47,25,Fever
81,38,75,24,Normal
38,39,51,19,Fever
69,38,83,30,Normal
63,37,82,11,Normal
57,38,75,32,Normal
83,38,67,24,Fever
19,37,53,17,Respiratory_Infection
77,37,54,16,Respiratory_Infection
61,39,68,17,Fever
68,37,62,23,Fever
100,40,54,18,Respiratory_Infection
92,38,74,26,Fever
67,37,60,32,Fever
64,40,80,14,Respiratory_Infection
56,38,32,27,Normal
79,39,73,27,Fever
80,38,72,14,Heat_Stress
30,37,52,13,Normal
83,38,72,13,Heat_Stress
72,40,54,11,Normal
74,39,88,16,Fever
77,38,55,15,Normal
83,40,71,14,Normal
72,39,62,14,Heat_Stress
79,41,74,20,Heat_Stress
47,40,60,25,Normal
81,39,90,24,Heat_Stress
78,38,78,13,Heat_Stress
58,38,78,23,Heat_Stress
80,38,75,10,Fever
70,37,28,21,Heat_Stress
53,38,86,15,Respiratory_Infection
46,40,82,17,Normal
75,38,64,21,Heat_Stress
63,39,101,17,Respiratory_Infection
62,38,76,23,Heat_Stress
65,43,85,24,Normal
65,39,96,27,Heat_Stress
42,41,77,20,Normal
72,38,46,18,Normal
71,40,49,24,Respiratory_Infection
69,37,47,23,Respiratory_Infection
62,40,42,17,Respiratory_Infection
67,38,90,15,Fever
103,40,76,19,Respiratory_Infection
62,39,76,24,Normal
83,38,81,27,Fever
51,38,81,24,Heat_Stress
57,39,88,20,Fever
62,39,76,14,Heat_Stress
48,38,51,17,Respiratory_Infection
78,40,59,17,Heat_Stress
74,39,44,27,Fever
81,38,22,11,Normal
71,37,68,21,Heat_Stress
88,38,64,23,Fever
48,39,66,16,Respiratory_Infection
74,40,71,21,Normal
64,39,60,26,Respiratory_Infection
73,39,71,29,Fever
55,39,57,17,Respiratory_Infection
60,40,78,28,Respiratory_Infection
64,39,60,22,Fever
57,40,70,20,Heat_Stress
71,37,52,13,Respiratory_Infection
53,38,76,23,Fever
86,38,87,13,Heat_Stress
89,38,67,18,Fever
76,38,61,26,Fever
71,39,89,25,Respiratory_Infection
75,39,60,28,Fever
58,40,51,27,Normal
63,39,48,28,Fever
80,38,75,12,Fever
61,40,57,20,Heat_Stress
67,39,85,13,Fever
88,38,63,28,Fever
62,39,79,22,Respiratory_Infection
66,40,73,36,Normal
70,39,77,28,Respiratory_Infection
83,39,57,16,Fever
85,39,81,19,Normal
70,40,84,23,Fever
61,39,92,20,Respiratory_Infection
83,39,87,17,Respiratory_Infection
70,40,89,11,Fever
71,39,54,24,Heat_Stress
62,39,79,22,Respiratory_Infection
77,38,49,19,Respiratory_Infection
66,38,62,18,Respiratory_Infection
75,40,66,19,Heat_Stress
83,40,72,8,Respiratory_Infection
65,38,70,29,Heat_Stress
59,38,71,21,Heat_Stress
72,39,62,14,Heat_Stress
62,41,67,17,Fever
78,37,51,19,Normal
67,39,49,21,Fever
75,39,72,16,Respiratory_Infection
77,37,56,19,Heat_Stress
56,38,84,26,Respiratory_Infection
77,36,68,26,Heat_Stress
85,40,77,15,Fever
59,40,89,11,Heat_Stress
78,38,53,22,Heat_Stress
82,38,55,11,Respiratory_Infection
91,39,97,26,Heat_Stress
68,39,63,27,Heat_Stress
76,39,78,21,Fever
84,38,81,23,Normal
85,39,92,28,Respiratory_Infection
81,41,74,9,Fever
65,38,80,21,Respiratory_Infection
72,37,39,14,Heat_Stress
52,38,99,25,Respiratory_Infection
34,40,80,30,Heat_Stress
47,40,68,25,Heat_Stress
68,40,51,14,Fever
88,39,75,19,Normal
86,39,43,21,Respiratory_Infection
93,39,74,33,Fever
52,37,51,12,Fever
68,37,51,22,Respiratory_Infection
95,39,57,23,Respiratory_Infection
40,38,63,27,Fever
63,39,44,21,Heat_Stress
61,38,59,23,Fever
61,39,48,24,Heat_Stress
45,41,62,19,Normal
60,39,81,16,Heat_Stress
72,39,76,22,Fever
88,41,80,28,Fever
82,39,53,19,Normal
73,37,70,22,Heat_Stress
68,37,51,7,Fever
81,41,74,29,Heat_Stress
67,40,98,26,Fever
63,38,44,18,Heat_Stress
78,40,81,24,Heat_Stress
80,39,87,18,Fever
94,42,68,35,Fever
35,38,59,20,Fever
72,39,93,25,Fever
66,38,75,20,Heat_Stress
75,37,67,30,Fever
95,37,59,18,Respiratory_Infection
60,38,65,12,Fever
69,38,65,26,Heat_Stress
66,39,80,20,Respiratory_Infection
50,38,52,22,Fever
71,39,75,24,Heat_Stress
50,40,52,17,Respiratory_Infection
68,38,48,25,Respiratory_Infection
81,40,49,17,Fever
80,37,63,23,Normal
60,40,54,21,Fever
61,39,65,8,Fever
54,40,97,25,Normal
77,38,63,28,Fever
74,39,71,20,Heat_Stress
56,39,39,17,Fever
82,38,68,20,Heat_Stress
87,39,85,34,Heat_Stress
54,38,83,26,Normal
48,39,86,22,Normal
76,38,65,18,Normal
93,39,90,22,Respiratory_Infection
44,38,47,14,Heat_Stress
45,39,85,25,Fever
80,37,59,25,Fever
65,37,64,22,Normal
85,38,42,28,Respiratory_Infection
91,37,84,9,Normal
63,39,44,21,Heat_Stress
77,36,68,26,Heat_Stress
82,40,80,17,Respiratory_Infection
90,38,62,25,Respiratory_Infection
73,39,87,16,Normal
71,39,37,20,Normal
68,40,86,17,Fever
77,38,82,25,Fever
90,39,73,19,Normal
58,37,71,26,Normal
92,38,44,27,Normal
76,39,40,26,Heat_Stress
70,38,51,25,Respiratory_Infection
87,39,76,23,Fever
57,38,79,11,Normal
58,38,64,12,Fever
81,40,90,9,Respiratory_Infection
80,40,55,25,Normal
82,37,74,24,Fever
70,39,50,21,Fever
85,40,59,13,Respiratory_Infection
62,37,72,14,Normal
50,38,52,22,Fever
71,39,67,20,Respiratory_Infection
39,39,70,17,Fever
64,41,62,15,Fever
56,37,71,8,Fever
49,37,64,19,Normal
85,38,66,13,Heat_Stress
86,38,85,8,Normal
45,39,85,25,Fever
103,40,76,19,Respiratory_Infection
74,37,76,19,Normal
74,39,59,11,Respiratory_Infection
59,39,90,22,Fever
95,39,57,23,Respiratory_Infection
52,38,71,25,Fever
44,38,88,19,Fever
71,38,67,15,Normal
59,40,57,13,Fever
75,38,64,33,Heat_Stress
57,39,88,20,Fever
75,38,64,21,Heat_Stress
75,39,55,22,Respiratory_Infection
69,37,91,29,Respiratory_Infection
71,38,59,21,Fever
98,38,91,23,Heat_Stress
57,40,83,19,Respiratory_Infection
93,40,66,20,Respiratory_Infection
77,36,38,20,Respiratory_Infection
69,40,66,18,Fever
58,39,74,11,Normal
93,38,48,25,Fever
107,38,56,16,Respiratory_Infection
59,39,79,9,Respiratory_Infection
54,36,87,15,Fever
91,38,72,14,Fever
53,38,76,16,Normal
48,38,83,23,Heat_Stress
86,39,56,21,Heat_Stress
69,36,85,20,Respiratory_Infection
62,38,69,15,Respiratory_Infection
72,39,93,25,Fever
74,40,34,27,Respiratory_Infection
62,38,62,29,Fever
74,39,52,19,Respiratory_Infection
79,38,69,19,Normal
82,39,88,18,Heat_Stress
35,37,49,19,Heat_Stress
82,37,73,24,Heat_Stress
58,36,82,21,Normal
76,38,75,19,Heat_Stress
57,39,54,6,Normal
36,40,64,11,Respiratory_Infection
59,39,60,29,Heat_Stress
45,38,57,24,Respiratory_Infection
84,40,76,21,Normal
73,38,44,19,Fever
38,39,51,19,Fever
83,37,42,25,Fever
59,38,98,26,Respiratory_Infection
88,37,62,14,Heat_Stress
62,39,69,27,Respiratory_Infection
71,40,57,18,Normal
81,37,72,22,Fever
62,39,90,23,Respiratory_Infection
70,38,92,21,Respiratory_Infection
95,38,68,21,Normal
45,40,56,25,Respiratory_Infection
23,38,59,12,Normal
80,38,70,13,Normal
41,38,47,27,Normal
57,39,50,20,Heat_Stress
84,38,73,20,Heat_Stress
87,39,81,20,Respiratory_Infection
71,41,81,28,Normal
96,38,58,21,Heat_Stress
60,38,79,21,Respiratory_Infection
77,38,77,29,Normal
69,37,79,26,Normal
59,38,55,17,Respiratory_Infection
84,38,73,25,Heat_Stress
83,39,50,17,Normal
61,36,85,19,Normal
43,38,70,10,Fever
55,39,69,22,Heat_Stress
73,38,52,23,Normal
84,38,79,22,Respiratory_Infection
75,38,70,11,Normal
69,39,60,23,Fever
69,38,81,13,Fever
69,37,87,26,Respiratory_Infection
82,37,74,24,Fever
86,40,81,18,Heat_Stress
60,38,46,17,Normal
65,38,77,18,Normal
63,40,61,20,Heat_Stress
83,38,52,15,Normal
67,37,73,17,Heat_Stress
61,39,41,22,Fever
93,36,53,20,Respiratory_Infection
67,38,60,15,Normal
77,36,67,21,Normal
66,40,83,20,Heat_Stress
86,37,81,20,Heat_Stress
62,38,81,11,Respiratory_Infection
104,39,75,20,Respiratory_Infection
54,37,67,13,Fever
69,38,51,17,Respiratory_Infection
65,39,61,29,Normal
47,38,91,9,Normal
70,38,68,21,Fever
72,38,50,15,Fever
72,38,50,15,Fever
107,38,57,23,Normal
77,38,45,20,Normal
71,39,53,10,Heat_Stress
75,38,85,37,Respiratory_Infection
85,40,57,28,Heat_Stress
83,40,86,15,Fever
74,38,70,24,Heat_Stress
75,37,95,21,Normal
90,38,73,17,Fever
94,39,65,28,Heat_Stress
77,38,71,18,Heat_Stress
77,38,78,18,Respiratory_Infection
68,38,57,12,Fever
44,38,88,19,Fever
68,39,97,7,Normal
62,40,58,22,Respiratory_Infection
76,39,86,18,Fever
81,38,89,26,Fever
74,40,91,18,Respiratory_Infection
76,37,70,27,Fever
79,39,65,16,Normal
58,39,69,17,Normal
100,41,77,25,Fever
66,38,82,17,Fever
79,38,55,27,Fever
52,37,66,19,Heat_Stress
71,37,71,26,Respiratory_Infection
80,39,74,24,Heat_Stress
55,39,88,22,Respiratory_Infection
105,39,80,31,Normal
80,37,44,26,Normal
53,36,66,15,Heat_Stress
90,39,78,13,Fever
91,39,93,31,Respiratory_Infection
59,37,53,16,Normal
95,37,72,19,Fever
93,38,35,15,Normal
70,39,71,22,Fever
76,37,70,27,Fever
62,38,60,17,Normal
65,38,68,20,Normal
75,37,109,22,Respiratory_Infection
65,39,55,22,Fever
62,39,60,14,Heat_Stress
55,38,58,11,Normal
68,39,60,21,Respiratory_Infection
89,39,93,0,Respiratory_Infection
35,39,60,13,Respiratory_Infection
83,38,82,13,Respiratory_Infection
48,37,75,21,Heat_Stress
62,39,62,27,Normal
67,40,63,25,Respiratory_Infection
77,37,76,22,Normal
67,39,88,24,Heat_Stress
68,37,68,14,Normal
45,38,62,22,Heat_Stress
89,39,88,16,Respiratory_Infection
61,36,77,34,Normal
69,37,56,16,Respiratory_Infection
55,37,37,29,Normal
65,39,37,19,Normal
66,38,67,22,Fever
72,39,89,18,Respiratory_Infection
56,39,39,17,Fever
33,37,83,14,Respiratory_Infection
85,40,81,23,Normal
61,39,78,18,Heat_Stress
68,38,59,22,Fever
69,37,60,24,Normal
95,39,57,23,Respiratory_Infection
64,40,69,24,Respiratory_Infection
45,39,78,12,Fever
80,38,72,14,Heat_Stress
88,39,54,31,Fever
68,38,85,30,Fever
88,39,45,14,Normal
78,39,77,21,Normal
68,39,63,27,Heat_Stress
64,39,60,26,Respiratory_Infection
82,39,41,24,Respiratory_Infection
105,38,58,17,Respiratory_Infection
87,38,71,22,Fever
57,38,67,15,Fever
71,38,59,21,Fever
83,40,52,31,Normal
108,40,89,20,Normal
81,41,64,16,Normal
54,41,52,22,Normal
68,39,51,14,Respiratory_Infection
67,40,36,8,Heat_Stress
78,38,104,25,Fever
70,39,77,28,Respiratory_Infection
51,39,54,18,Normal
77,38,49,19,Respiratory_Infection
44,39,46,28,Fever
80,39,69,27,Respiratory_Infection
32,40,52,15,Heat_Stress
44,38,47,14,Heat_Stress
78,39,66,24,Normal
57,39,59,22,Normal
79,39,60,16,Fever
64,39,84,18,Fever
78,38,87,22,Respiratory_Infection
76,38,66,12,Respiratory_Infection
61,37,96,18,Fever
79,40,67,18,Heat_Stress
60,38,96,21,Normal
82,39,55,29,Normal
91,37,57,20,Fever
65,38,57,18,Respiratory_Infection
92,39,51,18,Normal
46,37,56,23,Respiratory_Infection
56,38,72,23,Normal
89,38,67,18,Fever
33,38,81,24,Normal
82,39,63,13,Heat_Stress
72,39,73,15,Normal
77,37,56,19,Heat_Stress
66,39,52,27,Heat_Stress
60,39,81,16,Heat_Stress
64,38,50,17,Heat_Stress
64,38,71,18,Heat_Stress
81,41,74,29,Heat_Stress
83,38,99,12,Fever
60,37,70,27,Normal
61,40,57,20,Heat_Stress
74,40,89,22,Fever
75,40,67,17,Normal
33,38,87,20,Heat_Stress
75,40,75,27,Heat_Stress
67,38,55,23,Respiratory_Infection
77,39,63,13,Fever
108,39,54,11,Respiratory_Infection
64,40,88,21,Respiratory_Infection
45,39,96,16,Normal
66,40,93,11,Respiratory_Infection
66,39,67,25,Fever
55,40,64,16,Normal
76,41,51,22,Fever
53,38,77,23,Fever
78,37,87,33,Respiratory_Infection
96,39,57,17,Fever
62,39,111,9,Respiratory_Infection
71,37,56,19,Respiratory_Infection
53,37,47,20,Normal
82,37,69,23,Heat_Stress
94,37,54,21,Heat_Stress
75,40,65,10,Respiratory_Infection
86,39,43,21,Respiratory_Infection
84,40,111,24,Heat_Stress
